method,entity_type,site,probe,layer,test_r2,test_spearman,train_r2,is_best
llama2_13b,nyc_place,last,ridge,30,0.2566486487092316,0.48938556157559554,0.4201633580204358,False
llama2_13b,nyc_place,last,ridge,31,0.2534664158644671,0.4862601327047224,0.42822832024931917,False
llama2_13b,nyc_place,last,ridge,32,0.2539892177601124,0.48829073884944696,0.43481349356623356,False
llama2_13b,nyc_place,last,ridge,33,0.2648165263831633,0.5004072433655686,0.4509473729188906,False
llama2_13b,nyc_place,last,ridge,34,0.2604542463962315,0.49534619705789923,0.4552191404172267,False
llama2_13b,nyc_place,last,ridge,35,0.2583181157549442,0.4940432438192436,0.4613875482860527,False
llama2_13b,nyc_place,last,ridge,36,0.2607825535857576,0.4965135007666716,0.4687027455133687,False
llama2_13b,nyc_place,last,ridge,37,0.2566807640541863,0.4904894664731321,0.47676680393204035,False
llama2_13b,nyc_place,last,ridge,38,0.2564775540018228,0.48960520820886777,0.48341986819661964,False
llama2_13b,nyc_place,last,ridge,39,0.2583963894051626,0.4970556002809539,0.49396194759539425,False
llama2_13b,nyc_place,last,ridge,40,0.27244868145180423,0.5094569138069469,0.4289011168315972,True
llama2_13b,nyc_place,mean,ridge,1,0.2331099341437069,0.45384602113356626,0.4749499071936591,False
llama2_13b,nyc_place,mean,ridge,2,0.2529986773246765,0.47675670894578603,0.5225866583153738,False
llama2_13b,nyc_place,mean,ridge,3,0.25313193249786897,0.482442587098521,0.5667424716432683,False
llama2_13b,nyc_place,mean,ridge,4,0.27512731848304256,0.5001026552983259,0.5418273392847561,False
llama2_13b,nyc_place,mean,ridge,5,0.25575434939554653,0.49217461654205164,0.5782766024762995,False
llama2_13b,nyc_place,mean,ridge,6,0.2873861680314795,0.5189070448335165,0.5258393482294638,False
llama2_13b,nyc_place,mean,ridge,7,0.28834211851918395,0.5260272224783042,0.5573543874365725,False
llama2_13b,nyc_place,mean,ridge,8,0.30335835781627984,0.5378740440825109,0.5769922917212198,False
llama2_13b,nyc_place,mean,ridge,9,0.29781287297138836,0.5369895364269143,0.5901068429992126,False
llama2_13b,nyc_place,mean,ridge,10,0.2777362220562002,0.5189294584203786,0.5932275814699615,False
llama2_13b,nyc_place,mean,ridge,11,0.2766001016309475,0.5284097241290535,0.6004166089222367,False
llama2_13b,nyc_place,mean,ridge,12,0.3019717252215344,0.5389879530148507,0.5242811598856206,False
llama2_13b,nyc_place,mean,ridge,13,0.3013508047088632,0.5422355741661148,0.5336857286043926,False
llama2_13b,nyc_place,mean,ridge,14,0.3005650481132173,0.5465020473778587,0.5447519145698012,False
llama2_13b,nyc_place,mean,ridge,15,0.30901112496670424,0.5531920893974389,0.5581553624008494,False
llama2_13b,nyc_place,mean,ridge,16,0.3138795134684312,0.5560350321536591,0.5668517301985965,False
llama2_13b,nyc_place,mean,ridge,17,0.3259807087849971,0.5627513182626904,0.5859241671500811,False
llama2_13b,nyc_place,mean,ridge,18,0.3395866540063943,0.5756377363749425,0.5312908624894597,False
llama2_13b,nyc_place,mean,ridge,19,0.328747929874736,0.5629110208931631,0.5465034290854314,False
llama2_13b,nyc_place,mean,ridge,20,0.3439622395084871,0.574756349398718,0.5708419454598026,False
llama2_13b,nyc_place,mean,ridge,21,0.33794507680578906,0.5727704648260286,0.5873420721398181,False
llama2_13b,nyc_place,mean,ridge,22,0.3338928312061809,0.5660057016528213,0.6081685017529385,False
llama2_13b,nyc_place,mean,ridge,23,0.3507269989114907,0.5756214250205687,0.5531491923179226,False
llama2_13b,nyc_place,mean,ridge,24,0.3475075390513005,0.5711366942683295,0.565508788783462,False
llama2_13b,nyc_place,mean,ridge,25,0.34697080088089777,0.5685897581245871,0.5767298294862612,False
llama2_13b,nyc_place,mean,ridge,26,0.34369257486189125,0.5664785873426127,0.5887364821876707,False
llama2_13b,nyc_place,mean,ridge,27,0.3397620379604921,0.5660770106088071,0.5971667797881861,False
llama2_13b,nyc_place,mean,ridge,28,0.33588417161045997,0.5636823363131165,0.6060940331178717,False
llama2_13b,nyc_place,mean,ridge,29,0.3524391398733902,0.575951561347186,0.5368074777343703,True
llama2_13b,nyc_place,mean,ridge,30,0.3501720533592599,0.574257555445185,0.544887777627407,False
llama2_13b,nyc_place,mean,ridge,31,0.34661019798662335,0.5720638550746583,0.5518621738919818,False
llama2_13b,nyc_place,mean,ridge,32,0.34719244785735043,0.5722868376778297,0.5576777423754048,False
llama2_13b,nyc_place,mean,ridge,33,0.3471051900335367,0.5718128760317222,0.56251575967425,False
llama2_13b,nyc_place,mean,ridge,34,0.34889009841063173,0.5747506860921565,0.567921167535776,False
llama2_13b,nyc_place,mean,ridge,35,0.3504668485678297,0.5755836453562071,0.5717931106488935,False
llama2_13b,nyc_place,mean,ridge,36,0.3493988275178662,0.5736424837564132,0.5766172106384668,False
llama2_13b,nyc_place,mean,ridge,37,0.3440568963024147,0.5666434443749726,0.5828296281009367,False
llama2_13b,nyc_place,mean,ridge,38,0.34303098771173984,0.5661817351814036,0.5880703434777148,False
llama2_13b,nyc_place,mean,ridge,39,0.3408294585404972,0.5646013869499347,0.594413482201444,False
llama2_13b,nyc_place,mean,ridge,40,0.3491920648296778,0.5703768690527105,0.5443048306044704,False
llama2_13b,us_place,mean,ridge,1,0.31628561716190956,0.523783202851868,0.41527397015757195,False
llama2_13b,us_place,mean,ridge,2,0.41698208065093695,0.6175370403864529,0.5265815587255271,False
llama2_13b,us_place,mean,ridge,3,0.5146400001834787,0.6944845092273666,0.6306936276229509,False
llama2_13b,us_place,mean,ridge,4,0.5718428896451109,0.7391559883644735,0.647409578291354,False
llama2_13b,us_place,mean,ridge,5,0.6316411403738003,0.7798251309883131,0.7155528005642188,False
llama2_13b,us_place,mean,ridge,6,0.6631507376427807,0.8052516860870726,0.7118321343659458,False
llama2_13b,us_place,mean,ridge,7,0.6980287917675911,0.824334466297737,0.7507505108651142,False
llama2_13b,us_place,mean,ridge,8,0.7212717376196002,0.8399406081151877,0.7778300897813537,False
llama2_13b,us_place,mean,ridge,9,0.7329456198642568,0.8458821548929403,0.7903889754388276,False
llama2_13b,us_place,mean,ridge,10,0.7356685272502613,0.84650161441607,0.79730572440464,False
llama2_13b,us_place,mean,ridge,11,0.7408398436069952,0.8490895119365115,0.8042308375918166,False
llama2_13b,us_place,mean,ridge,12,0.7445323671443131,0.8512428755639587,0.8090675824543516,False
llama2_13b,us_place,mean,ridge,13,0.7491926650394001,0.8532585360823981,0.8143407858425616,False
llama2_13b,us_place,mean,ridge,14,0.753876899249553,0.8570835761282487,0.8212892269805203,False
llama2_13b,us_place,mean,ridge,15,0.7615495301264035,0.8626100783947988,0.8015250370727185,False
llama2_13b,us_place,mean,ridge,16,0.7643933907244147,0.8632083970967079,0.8070724307677346,False
llama2_13b,us_place,mean,ridge,17,0.7701760180577846,0.8669577804013409,0.8162254301321592,False
llama2_13b,us_place,mean,ridge,18,0.7706623947589811,0.8681544500172704,0.8234152030289623,False
llama2_13b,us_place,mean,ridge,19,0.7700615560828905,0.867066644876736,0.8294869371797418,False
llama2_13b,us_place,mean,ridge,20,0.7721312220724571,0.8681960142969887,0.8365602692109846,True
llama2_13b,us_place,mean,ridge,21,0.7660684061567143,0.8676075756237677,0.8124901280133818,False
llama2_13b,us_place,mean,ridge,22,0.7638255499446465,0.8654887902306011,0.8172817585229466,False
llama2_13b,us_place,mean,ridge,23,0.7638927947034234,0.86453758052527,0.8231652230398279,False
llama2_13b,us_place,mean,ridge,24,0.7603043020312943,0.861050457244574,0.8281679739026961,False
llama2_13b,us_place,mean,ridge,25,0.7566319761321119,0.8627820835953657,0.8015559815863433,False
llama2_13b,us_place,mean,ridge,26,0.7561702101786996,0.8620534020167533,0.8058872333545428,False
llama2_13b,us_place,mean,ridge,27,0.7554378057004936,0.8607546946013749,0.8093504436230718,False
llama2_13b,us_place,mean,ridge,28,0.7541450695112718,0.8593113663438885,0.8123822215142339,False
llama2_13b,us_place,mean,ridge,29,0.7531561149315251,0.8580726312388838,0.8142543590716017,False
llama2_13b,us_place,mean,ridge,30,0.7524904562141803,0.8578121547292368,0.8164067093866487,False
llama2_13b,us_place,mean,ridge,31,0.7511111762954024,0.8567301546009221,0.8179547474640969,False
llama2_13b,us_place,mean,ridge,32,0.750440450582362,0.8560659791261658,0.8197695644139519,False
llama2_13b,us_place,mean,ridge,33,0.7508940612548718,0.8560068001429959,0.8211842279369035,False
llama2_13b,us_place,mean,ridge,34,0.7496693984566826,0.8552359914636996,0.8224320644478891,False
llama2_13b,us_place,mean,ridge,35,0.7475636761183191,0.8536059961866366,0.823797862838998,False
llama2_13b,us_place,mean,ridge,36,0.7462676102408579,0.856883408498397,0.7928629115085101,False
llama2_13b,us_place,mean,ridge,37,0.7469368504304346,0.8564276261740693,0.793789375332798,False
llama2_13b,us_place,mean,ridge,38,0.7480151407855984,0.8567374495884198,0.7951777445095332,False
llama2_13b,us_place,mean,ridge,39,0.7476916836845583,0.8563545179908515,0.7963909050834095,False
llama2_13b,us_place,mean,ridge,40,0.7310049903063673,0.8456995706802884,0.7963439331819402,False
llama2_13b,historical_figure,mean,ridge,1,0.5810796229237392,0.7473063851873217,0.6582534836853904,False
llama2_13b,historical_figure,mean,ridge,2,0.6114731738016899,0.770743655275588,0.7010110727125254,False
llama2_13b,historical_figure,mean,ridge,3,0.6353989975999716,0.7879342332554715,0.7024733726256438,False
llama2_13b,historical_figure,mean,ridge,4,0.6669262143187856,0.8084995599052524,0.7399143200530278,False
llama2_13b,historical_figure,mean,ridge,5,0.7002939906665847,0.8336755986533149,0.7489036666982514,False
llama2_13b,historical_figure,mean,ridge,6,0.7285017882216788,0.8479005301468714,0.7803075786835096,False
llama2_13b,historical_figure,mean,ridge,7,0.7458473391759541,0.8615694883640238,0.7789289305711582,False
llama2_13b,historical_figure,mean,ridge,8,0.7601375882433455,0.8728098729404198,0.7928867664905186,False
llama2_13b,historical_figure,mean,ridge,9,0.769614484244982,0.8791623292051556,0.802917005619094,False
llama2_13b,historical_figure,mean,ridge,10,0.773628997035267,0.8806602109770548,0.8074134794768246,False
llama2_13b,historical_figure,mean,ridge,11,0.7793529151212921,0.8841892850641843,0.8129055580757428,False
llama2_13b,historical_figure,mean,ridge,12,0.7811149673347568,0.8857590894320684,0.8162407467848196,False
llama2_13b,historical_figure,mean,ridge,13,0.7821021044905949,0.887649585136718,0.8187652641968709,False
llama2_13b,historical_figure,mean,ridge,14,0.7866719548094521,0.8899952302399201,0.8237015984379463,False
llama2_13b,historical_figure,mean,ridge,15,0.7887974935836454,0.8922182136690221,0.8276160024561607,False
llama2_13b,historical_figure,mean,ridge,16,0.7882028662841324,0.8920083491534695,0.828774718612797,False
llama2_13b,historical_figure,mean,ridge,17,0.7887936396680871,0.8926098113179864,0.8179199234936843,False
llama2_13b,historical_figure,mean,ridge,18,0.7894011266650975,0.8927001583128278,0.8205373718654111,True
llama2_13b,historical_figure,mean,ridge,19,0.7869422572748632,0.8898682845998565,0.8232115990739476,False
llama2_13b,historical_figure,mean,ridge,20,0.7841141439759135,0.8880488312875059,0.8249974412091693,False
llama2_13b,historical_figure,mean,ridge,21,0.7794365033518866,0.8861772407308713,0.8269807950239507,False
llama2_13b,historical_figure,mean,ridge,22,0.7774345327250863,0.8856944582565991,0.813458486525043,False
llama2_13b,historical_figure,mean,ridge,23,0.7751859204008743,0.8826998302449526,0.8158977892290196,False
llama2_13b,historical_figure,mean,ridge,24,0.77484070968072,0.8818445722854334,0.8186341011246911,False
llama2_13b,historical_figure,mean,ridge,25,0.7718105485079417,0.8795023388022913,0.8194507754798954,False
llama2_13b,historical_figure,mean,ridge,26,0.7715361014600808,0.8794631173542894,0.8207770076446317,False
llama2_13b,historical_figure,mean,ridge,27,0.7710275415423359,0.8799661632095259,0.803689318045344,False
llama2_13b,historical_figure,mean,ridge,28,0.7683294732707774,0.8778533625318825,0.8044875725392737,False
llama2_13b,historical_figure,mean,ridge,29,0.7676146017076547,0.8776717914972031,0.805873638936542,False
llama2_13b,historical_figure,mean,ridge,30,0.7680277566745521,0.8772535417152102,0.8069549486265518,False
llama2_13b,historical_figure,mean,ridge,31,0.767384923747173,0.876712844736057,0.8080031500820177,False
llama2_13b,historical_figure,mean,ridge,32,0.7670253499687969,0.8765546102249907,0.8087182670689371,False
llama2_13b,historical_figure,mean,ridge,33,0.7657799974900157,0.8756630386811406,0.8094229866590124,False
llama2_13b,historical_figure,mean,ridge,34,0.7639976741655826,0.8739640544155308,0.8100153801001209,False
llama2_13b,historical_figure,mean,ridge,35,0.7618255432802062,0.8725711976562031,0.8099368424732949,False
llama2_13b,historical_figure,mean,ridge,36,0.7603877774167014,0.8717999231939757,0.8098527807109974,False
llama2_13b,historical_figure,mean,ridge,37,0.7584405513685761,0.8732772022407636,0.7906097188169603,False
llama2_13b,historical_figure,mean,ridge,38,0.7585818152388107,0.873585851566105,0.7921713220962958,False
llama2_13b,historical_figure,mean,ridge,39,0.756806527611529,0.8727073512901415,0.7927261381766241,False
llama2_13b,historical_figure,mean,ridge,40,0.746031958268573,0.8630490707851963,0.7950360882255287,False
llama2_13b,headline,mean,ridge,1,0.4581438350114445,0.6896744394331852,0.5517084713097005,False
llama2_13b,headline,mean,ridge,2,0.472362514317503,0.6982709356160195,0.5766312137006386,False
llama2_13b,headline,mean,ridge,3,0.48691759787087374,0.7084341567114787,0.5894157077097613,False
llama2_13b,headline,mean,ridge,4,0.5049177648207597,0.7212376571707758,0.5953020768425332,False
llama2_13b,headline,mean,ridge,5,0.5161375032505805,0.7306248992962435,0.5853800293563072,False
llama2_13b,headline,mean,ridge,6,0.5346564300875096,0.7430099810377877,0.6180706777699636,False
llama2_13b,headline,mean,ridge,7,0.5557901717942271,0.7582262364915525,0.6126029404898078,False
llama2_13b,headline,mean,ridge,8,0.5691878163607118,0.7644956872618163,0.6378621039136374,False
llama2_13b,headline,mean,ridge,9,0.5726993141514267,0.7660068275028052,0.6521169412141772,False
llama2_13b,headline,mean,ridge,10,0.5840663892683653,0.7726555954331407,0.6648864905416161,False
llama2_13b,headline,mean,ridge,11,0.5891993221171898,0.7754671128392525,0.6743189754017306,False
llama2_13b,headline,mean,ridge,12,0.5884694194238467,0.7751184787882069,0.6775540892223471,False
llama2_13b,headline,mean,ridge,13,0.5962320790608093,0.7817208512886334,0.6544286405313486,False
llama2_13b,headline,mean,ridge,14,0.6055606357453845,0.787076764601827,0.6662322800863524,False
llama2_13b,headline,mean,ridge,15,0.6146072165075801,0.7914189589806296,0.6817834791055184,False
llama2_13b,headline,mean,ridge,16,0.6148037351877808,0.7906745115929751,0.6883454262502215,False
llama2_13b,headline,mean,ridge,17,0.615854178060457,0.7918302255980504,0.6937132549742798,False
llama2_13b,headline,mean,ridge,18,0.614752854524825,0.7909849035731403,0.6686653972172516,False
llama2_13b,headline,mean,ridge,19,0.6156672143178065,0.7913469959269105,0.6728928943778487,False
llama2_13b,headline,mean,ridge,20,0.6168354755811424,0.791949605989092,0.6797032844884656,True
llama2_13b,headline,mean,ridge,21,0.6166749423179655,0.7919325511866375,0.6845959242417986,False
llama2_13b,headline,mean,ridge,22,0.6113462432480774,0.7888367938990523,0.6897580620838872,False
llama2_13b,headline,mean,ridge,23,0.6088677679891881,0.7879372507428872,0.6627484114255987,False
llama2_13b,headline,mean,ridge,24,0.6063909363841788,0.7860622804062076,0.6666959368325909,False
llama2_13b,headline,mean,ridge,25,0.6041229275853581,0.7840656453259632,0.671469140502398,False
llama2_13b,headline,mean,ridge,26,0.6040315242759822,0.784089297392744,0.6759260820494857,False
llama2_13b,headline,mean,ridge,27,0.6024872228035847,0.7829442477902516,0.6791749941833619,False
llama2_13b,headline,mean,ridge,28,0.6020287073522947,0.782752776678538,0.6817685916022997,False
llama2_13b,headline,mean,ridge,29,0.6007079920549361,0.7818470432657776,0.684621690649931,False
llama2_13b,headline,mean,ridge,30,0.5980499304243001,0.7801980150496404,0.6874746865538726,False
llama2_13b,headline,mean,ridge,31,0.5976656412501281,0.779971397392309,0.68920189960701,False
llama2_13b,headline,mean,ridge,32,0.5955830740943839,0.7784180091274219,0.6902807715524361,False
llama2_13b,headline,mean,ridge,33,0.5950108906763341,0.7782308657890232,0.6912550969606344,False
llama2_13b,headline,mean,ridge,34,0.5943792567506773,0.7776944757946352,0.6932870796180997,False
llama2_13b,headline,mean,ridge,35,0.5968257802037928,0.7793921844093473,0.6607715767522345,False
llama2_13b,headline,mean,ridge,36,0.5964760094095638,0.7790851291146964,0.6627819290748858,False
llama2_13b,headline,mean,ridge,37,0.5969006350015373,0.7793052920118116,0.6646985585490176,False
llama2_13b,headline,mean,ridge,38,0.5969755071192495,0.7792151757331162,0.6662852396969368,False
llama2_13b,headline,mean,ridge,39,0.5946249851638372,0.7777486230737838,0.6672431918796624,False
llama2_13b,headline,mean,ridge,40,0.590543809429875,0.7751706699699928,0.6688131790081427,False
llama2_13b,world_place,last,ridge,1,0.32432392055571824,0.5879569114976515,0.4628979801676036,False
llama2_13b,world_place,last,ridge,2,0.39012016492692075,0.6240941512927249,0.5062098197955482,False
llama2_13b,world_place,last,ridge,3,0.45732472620731907,0.6668097829796886,0.5812143533183058,False
llama2_13b,world_place,last,ridge,4,0.5608440715831445,0.7428041676398953,0.6458163968950411,False
llama2_13b,world_place,last,ridge,5,0.5944506362451625,0.7634388905344408,0.6833893115313702,False
llama2_13b,world_place,last,ridge,6,0.6319941556774626,0.7891915441386983,0.6978032592638993,False
llama2_13b,world_place,last,ridge,7,0.6890666447887115,0.826524903227102,0.7538128595017348,False
llama2_13b,world_place,last,ridge,8,0.7556413947972065,0.861923092490819,0.8078491307838384,False
llama2_13b,world_place,last,ridge,9,0.7917284868553253,0.8848884251470076,0.8398658387061901,False
llama2_13b,world_place,last,ridge,10,0.8039324006294282,0.8880170790223763,0.8512686148652071,False
llama2_13b,world_place,last,ridge,11,0.8031340116723928,0.8863064038931421,0.8519813297538279,False
llama2_13b,world_place,last,ridge,12,0.8051207877372574,0.8860029524716966,0.8542388115275943,False
llama2_13b,world_place,last,ridge,13,0.8045084905191265,0.884447745075498,0.8542648443399952,False
llama2_13b,world_place,last,ridge,14,0.8164850842137845,0.8928320736308514,0.8662220039482913,False
llama2_13b,world_place,last,ridge,15,0.8275391253910054,0.8976357343099719,0.874422175294768,False
llama2_13b,world_place,last,ridge,16,0.8380815956430822,0.9012152826690794,0.8827716609710314,False
llama2_13b,world_place,last,ridge,17,0.8594620504507022,0.9195144707379582,0.8928871696583355,False
llama2_13b,world_place,last,ridge,18,0.8687651767018488,0.9238924818492791,0.9004353298027153,False
llama2_13b,world_place,last,ridge,19,0.8715765062976272,0.9235593472607433,0.9049565489915982,False
llama2_13b,world_place,last,ridge,20,0.8756523846180817,0.9258384073793092,0.90919617081428,False
llama2_13b,world_place,last,ridge,21,0.8771896975902914,0.9290773059730539,0.9034668265826599,False
llama2_13b,world_place,last,ridge,22,0.8786547845911601,0.9313173756938888,0.9070499049857618,False
llama2_13b,world_place,last,ridge,23,0.8821539948971295,0.9321338465261473,0.911033215912616,False
llama2_13b,world_place,last,ridge,24,0.8826313822274116,0.931720851806358,0.9131932406909282,True
llama2_13b,world_place,last,ridge,25,0.8825979625359712,0.9318226557526759,0.9147592323704004,False
llama2_13b,world_place,last,ridge,26,0.8813103100897668,0.9329090990348097,0.9068251385515012,False
llama2_13b,world_place,last,ridge,27,0.8806587620435196,0.9321918081179936,0.9074151068266378,False
llama2_13b,world_place,last,ridge,28,0.8805365409258177,0.9319229666911766,0.9079331381525405,False
llama2_13b,world_place,last,ridge,29,0.880136801277331,0.931599173275814,0.9080677601861518,False
llama2_13b,world_place,last,ridge,30,0.8777317322016693,0.929311458929348,0.9077453724069194,False
llama2_13b,world_place,last,ridge,31,0.8762351355051434,0.9280231821924587,0.9073747937629457,False
llama2_13b,world_place,last,ridge,32,0.8756333311329147,0.9272684410091653,0.9069242671055138,False
llama2_13b,world_place,last,ridge,33,0.8741127287997934,0.9260799504173309,0.9066762683097895,False
llama2_13b,world_place,last,ridge,34,0.8722517240447472,0.9241977573718314,0.9057389798166786,False
llama2_13b,world_place,last,ridge,35,0.8705162833539657,0.9227270881957077,0.9049677138100034,False
llama2_13b,world_place,last,ridge,36,0.8685087721538332,0.9211170553116979,0.9044001496460987,False
llama2_13b,world_place,last,ridge,37,0.8672886954794132,0.9200284114235127,0.9036273046302117,False
llama2_13b,world_place,last,ridge,38,0.8648139764772806,0.9218201452732095,0.8927796320417116,False
llama2_13b,world_place,last,ridge,39,0.864411733748691,0.9209211254372696,0.8933590876866409,False
llama2_13b,world_place,last,ridge,40,0.8665844010874724,0.9208087955799772,0.8991605179452199,False
llama2_13b,world_place,mean,ridge,1,0.5470085917590974,0.721137250674643,0.618794321669391,False
llama2_13b,world_place,mean,ridge,2,0.5808374355704049,0.7422624611607747,0.6621859908573732,False
llama2_13b,world_place,mean,ridge,3,0.6225751144207918,0.7649237013433517,0.7069148396223458,False
llama2_13b,world_place,mean,ridge,4,0.6617176333008149,0.7960680125700261,0.7265728519862937,False
llama2_13b,world_place,mean,ridge,5,0.6842848150013239,0.81090185093212,0.7550493818744084,False
llama2_13b,world_place,mean,ridge,6,0.7106815445977652,0.8318546788078061,0.7605134667505209,False
llama2_13b,world_place,mean,ridge,7,0.7502121581394112,0.8570035814312624,0.7992300099642997,False
llama2_13b,world_place,mean,ridge,8,0.7924399445239738,0.8822998522049059,0.8339482129312081,False
llama2_13b,world_place,mean,ridge,9,0.8096236176545412,0.8926156114622523,0.8498162851433884,False
llama2_13b,world_place,mean,ridge,10,0.8167064643495671,0.8943666059265849,0.8567832089426273,False
llama2_13b,world_place,mean,ridge,11,0.8190633713705031,0.8940365152904053,0.8591292759467248,False
llama2_13b,world_place,mean,ridge,12,0.8228663646935154,0.8955433941951748,0.862705930907314,False
llama2_13b,world_place,mean,ridge,13,0.8243437673315451,0.8958432814576787,0.8662021092043739,False
llama2_13b,world_place,mean,ridge,14,0.8332352294359172,0.9030142290067997,0.8749649031853148,False
llama2_13b,world_place,mean,ridge,15,0.8417570749565796,0.9057030545085982,0.882147752363486,False
llama2_13b,world_place,mean,ridge,16,0.8440680481416651,0.9060038152706822,0.8856838153925566,False
llama2_13b,world_place,mean,ridge,17,0.8510652682911667,0.9149515912895552,0.8824393902259611,False
llama2_13b,world_place,mean,ridge,18,0.8547163596359422,0.9162800838280816,0.8878020799360246,False
llama2_13b,world_place,mean,ridge,19,0.8548091487176698,0.9157681548029821,0.8909997318848786,True
llama2_13b,world_place,mean,ridge,20,0.853919662887318,0.914054928043997,0.8935033778464774,False
llama2_13b,world_place,mean,ridge,21,0.8500849095268858,0.9145112417721291,0.8833245796322425,False
llama2_13b,world_place,mean,ridge,22,0.8495856589197469,0.9143304046895396,0.8861909199154364,False
llama2_13b,world_place,mean,ridge,23,0.8496867944175737,0.9132243331123313,0.8892148908765509,False
llama2_13b,world_place,mean,ridge,24,0.8502964642545214,0.9126525980376153,0.8920742867903617,False
llama2_13b,world_place,mean,ridge,25,0.8497770493829264,0.9154366450271172,0.8828627546063257,False
llama2_13b,world_place,mean,ridge,26,0.8501310371482632,0.9149101892554545,0.8848025946823443,False
llama2_13b,world_place,mean,ridge,27,0.8506548700280216,0.9151110844767524,0.8869062315234827,False
llama2_13b,world_place,mean,ridge,28,0.8511426165978268,0.9151191065555042,0.8886792230582898,False
llama2_13b,world_place,mean,ridge,29,0.8517601785809721,0.9153993832549264,0.8895636781252148,False
llama2_13b,world_place,mean,ridge,30,0.8509203506541769,0.9145212503988911,0.8907191425910475,False
llama2_13b,world_place,mean,ridge,31,0.8510914274946173,0.9143723134825844,0.8908898162146253,False
llama2_13b,world_place,mean,ridge,32,0.8504483240048912,0.9134260004017069,0.8905534837936859,False
llama2_13b,world_place,mean,ridge,33,0.8493587252864294,0.9122176844912975,0.8905035707704112,False
llama2_13b,world_place,mean,ridge,34,0.8472682915896498,0.9146768135850389,0.8788648157844579,False
llama2_13b,world_place,mean,ridge,35,0.8462922574545927,0.9139712226318167,0.8789169031103928,False
llama2_13b,world_place,mean,ridge,36,0.8454140447005047,0.9130983756393121,0.8787654758495335,False
llama2_13b,world_place,mean,ridge,37,0.8451179996122331,0.912520882548193,0.8786196993439725,False
llama2_13b,world_place,mean,ridge,38,0.8438527591219553,0.9116040442465384,0.87831408504298,False
llama2_13b,world_place,mean,ridge,39,0.8427405424223162,0.910448171480085,0.8783123208354098,False
llama2_13b,world_place,mean,ridge,40,0.8336089830659936,0.9015804175768352,0.8756143857016505,False
llama2_7b_random,headline,last,ridge,1,0.2603484908505874,0.5117035600053227,0.3618462927424062,True
llama2_7b_random,headline,last,ridge,2,0.23346440916758338,0.4839589658684718,0.38071057057216684,False
llama2_7b_random,headline,last,ridge,3,0.20417817859653753,0.4565644698450848,0.3856313664521097,False
llama2_7b_random,headline,last,ridge,4,0.18663880966345536,0.44336939606456643,0.3803466611681241,False
llama2_7b_random,headline,last,ridge,5,0.1694108347761577,0.4337701712528102,0.3790880251762889,False
llama2_7b_random,headline,last,ridge,6,0.16639578595131066,0.4317178596628809,0.3730412672993314,False
llama2_7b_random,headline,last,ridge,7,0.1533432332691489,0.42028733391498674,0.36875563289608126,False
llama2_7b_random,headline,last,ridge,8,0.14043442211643986,0.4102028093751498,0.3680060801242092,False
llama2_7b_random,headline,last,ridge,9,0.12083728286120232,0.39459187975745735,0.3663247175597143,False
llama2_7b_random,headline,last,ridge,10,0.11310526894062056,0.3867441576543311,0.3655574857238346,False
llama2_7b_random,headline,last,ridge,11,0.11329265909813935,0.3920841722783463,0.36096225024480577,False
llama2_7b_random,headline,last,ridge,12,0.10494876390043517,0.3856735447459912,0.36353523644989594,False
llama2_7b_random,headline,last,ridge,13,0.09786639449046541,0.37716950657695997,0.36159981788617757,False
llama2_7b_random,headline,last,ridge,14,0.09597877613464789,0.37283430123240385,0.360304670824362,False
llama2_7b_random,headline,last,ridge,15,0.09029985620561776,0.3702235919318783,0.3599492724392461,False
llama2_7b_random,headline,last,ridge,16,0.0935209444422791,0.3735660449991506,0.3578887898198344,False
llama2_7b_random,headline,last,ridge,17,0.09271775172473318,0.37192051639009294,0.35571372653106004,False
llama2_7b_random,headline,last,ridge,18,0.08679410696523404,0.365879985586832,0.3537177734087439,False
llama2_7b_random,headline,last,ridge,19,0.09141135401062939,0.36849032840827733,0.3527240407085267,False
llama2_7b_random,headline,last,ridge,20,0.09117896705399542,0.3674967374302247,0.35292157048298733,False
llama2_7b_random,headline,last,ridge,21,0.08337270539605324,0.36172700855704054,0.3518734116598722,False
llama2_7b_random,headline,last,ridge,22,0.07702146386066322,0.3552129675816942,0.3520321640458698,False
llama2_7b_random,headline,last,ridge,23,0.07974082489615952,0.35637214197122014,0.35173712179269545,False
llama2_7b_random,headline,last,ridge,24,0.08242824655046344,0.35839575319089423,0.3508451135255277,False
llama2_7b_random,headline,last,ridge,25,0.08257339362829874,0.3571631091097892,0.3499152518650871,False
llama2_7b_random,headline,last,ridge,26,0.08143355493527926,0.3555465803075435,0.35036838360381495,False
llama2_7b_random,headline,last,ridge,27,0.07914978277324536,0.3558335550318557,0.35064410798412593,False
llama2_7b_random,headline,last,ridge,28,0.07369478303912835,0.35229974533222363,0.3499744014231697,False
llama2_7b_random,headline,last,ridge,29,0.07202851332544924,0.35052250974867905,0.3506580416901882,False
llama2_7b_random,headline,last,ridge,30,0.07188130848339958,0.3539097008365296,0.3501516203628414,False
llama2_7b_random,headline,last,ridge,31,0.06424579507352479,0.34779031062751153,0.34943173835644337,False
llama2_7b_random,headline,last,ridge,32,0.15990089235473803,0.40124063917511277,0.2589302984302121,False
llama2_7b_random,art,last,ridge,1,0.03738904707443369,0.20120044878995508,0.22152027809508157,False
