regime,model,cleaning,pool,layer,year_transform,spearman_mean,spearman_std,r2_mean,r2_std,mae_mean,mae_std,mase_mean,mdape_mean,shuffled_spearman_mean,shuffled_r2_mean,n_valid_folds_or_draws
imbalanced,thalesian_cunei400m,maximal,mean,0,log,0.1322564508892956,0.07204570034415762,-0.2012093028712519,0.117722575035963,99.04701171434652,9.805897071765012,1.8151812397639844,9.913311134117142,0.012732190093607135,-0.07100606489872689,3
imbalanced,thalesian_cunei400m,maximal,mean,1,raw,0.17441614989958323,0.20317326610861233,-0.010941859021779762,0.022735340858619137,89.47435268665008,11.67050231930269,1.6436988443265523,9.046408515240303,-0.009312420876862229,-0.01862627539148202,3
imbalanced,thalesian_cunei400m,maximal,mean,1,log,-0.07850948497558007,0.08495691083078248,-0.1505119201188987,0.07237078941219682,100.85989679554196,8.27704293539722,1.8467289758861754,10.620256136210022,0.014662932937307747,-0.04013127428184201,3
imbalanced,thalesian_cunei400m,maximal,mean,2,raw,0.2242554974290476,0.19857114630578632,-0.007080480306615455,0.023850106697916863,89.13572941187341,11.790622959767589,1.637687588359559,8.974426920138969,-0.015704338788642327,-0.017844500688637632,3
imbalanced,thalesian_cunei400m,maximal,mean,2,log,-0.050311883274965295,0.11414297587718067,-0.14281674471472802,0.06751555731671467,100.10500436636421,8.271470149744381,1.8328901995870641,10.511325358909472,0.024744493743769778,-0.038453680635600805,3
imbalanced,thalesian_cunei400m,maximal,mean,3,raw,0.24499851718747886,0.19096989901440908,-0.005694643041055898,0.024189819290701266,88.87396309802324,11.8836572082834,1.6330377099845517,8.963130620050613,-0.013765769773384423,-0.017670437763552965,3
imbalanced,thalesian_cunei400m,maximal,mean,3,log,-0.02198219156024306,0.11163409604527137,-0.1419355126046601,0.06741137692106335,99.68500882968313,8.387963933243052,1.825323258973004,10.352651425348009,0.030989532309985596,-0.03709477725174567,3
imbalanced,thalesian_cunei400m,maximal,mean,4,raw,0.2573238134095078,0.2034627698417606,-0.004882408033615985,0.025248678696233342,88.63717790773478,12.003874502901168,1.6288582490365286,8.920459752893132,-0.011297067372594843,-0.01795826713863032,3
imbalanced,thalesian_cunei400m,maximal,mean,4,log,0.028498464271245232,0.09988686598344257,-0.1379762017637729,0.06422248761640945,98.97238333002997,8.051602809475636,1.8119210770060097,9.917697297691918,0.03003106553470079,-0.03619299991612187,3
imbalanced,thalesian_cunei400m,maximal,mean,5,raw,0.2698214227828937,0.20196059615228037,-0.0023664632741811817,0.02832836419527039,88.59668455880154,11.837951766010104,1.627906399538223,8.889421730129719,-0.015233235341426668,-0.017420693527425108,3
imbalanced,thalesian_cunei400m,maximal,mean,5,log,0.029860951909225986,0.0837212217336275,-0.14572581712408753,0.06585414931371793,99.12811105396322,8.210547834751981,1.8150396367160593,9.899016801169823,0.033077048084540206,-0.0356555576581975,3
imbalanced,thalesian_cunei400m,maximal,mean,6,raw,0.2913812503141877,0.2088757807021766,0.0008324735082167652,0.030900188179853644,88.47752627644401,11.706261127032565,1.6255518941741844,8.8676489512748,-0.014237962741558382,-0.018316326053567034,3
imbalanced,thalesian_cunei400m,maximal,mean,6,log,0.038288166797075605,0.07276955080458744,-0.1414038818133386,0.06271133742034385,99.00096198876794,8.037372390398303,1.8126242842854101,9.761866551181,0.03569717343855908,-0.03742624538299629,3
imbalanced,thalesian_cunei400m,maximal,mean,7,raw,0.358126369073811,0.244562558016853,0.008897767976447998,0.03757699247230051,87.84683058814575,11.458064887224298,1.613743814471767,8.692432655752034,-0.01718630399155881,-0.01835256976344568,3
imbalanced,thalesian_cunei400m,maximal,mean,7,log,0.09897701477524114,0.08821657623006246,-0.13497887578632586,0.058537368644587265,97.99253676664186,7.476858962026171,1.7936303958627704,9.729806994526115,0.04279736143338372,-0.03688071233578353,3
imbalanced,thalesian_cunei400m,maximal,mean,8,raw,0.4125185272183762,0.27795721397812195,0.016456844589087027,0.045389177497891973,87.02811916610364,11.14991011510149,1.598410041263228,8.49818064652962,-0.009591023621090322,-0.018605911065786202,3
imbalanced,thalesian_cunei400m,maximal,mean,8,log,0.1387659594991041,0.10280341739619646,-0.12458969196676255,0.048433149152109244,96.73188040806797,6.543583342512199,1.769606290763633,9.567231421438992,0.044378194884580564,-0.0376938685988335,3
imbalanced,thalesian_cunei400m,maximal,mean,9,raw,0.42817866926402953,0.26657858993408934,0.02613744924264975,0.05099762257930436,86.29088522237083,10.767642610826591,1.5844745690798672,8.23958762191876,-0.00042389212457189424,-0.018104658461542744,3
imbalanced,thalesian_cunei400m,maximal,mean,9,log,0.1605214871336692,0.10169403740060293,-0.11935374742687503,0.046617229838649514,96.00360741529296,5.981698282825739,1.755732036144049,9.38856135659602,0.04565011804996919,-0.037477376777464544,3
