regime,model,cleaning,pool,layer,year_transform,k,spearman_mean,spearman_std,r2_mean,r2_std,mae_mean,mae_std,mase_mean,mdape_mean,shuffled_spearman_mean,shuffled_r2_mean,n_valid_folds,n_total_folds
imbalanced,thalesian_cunei400m,tier0,mean,1,log,2,0.24211065658606493,0.12887516913523145,0.02500873110561837,0.11195074521729385,0.2602757070531034,0.03289227128643636,2.1819042075795605,1.8978483274231512,-0.010221565584932925,-0.05207870207833657,3,5
imbalanced,thalesian_cunei400m,tier0,mean,1,log,3,0.2278182302367019,0.14891096768415607,-0.05493351015851452,0.0854858989886454,0.28235823223028594,0.005915080062720084,2.35045267782484,2.083178811929636,-0.016016472225206718,-0.04636139601382494,3,5
imbalanced,thalesian_cunei400m,tier0,mean,1,log,5,0.01986931623634525,0.0437894330583743,-0.37677151467864506,0.285319056782739,0.3482187630504187,0.025370116550765463,2.881880683490509,2.58744846676866,-0.041846891675863064,-0.08387245974949138,3,5
imbalanced,thalesian_cunei400m,tier0,mean,2,raw,1,0.2932091715168732,0.2717257126179119,0.06134062242677485,0.09550215895599068,82.99156914180936,4.268841657709328,1.513268716663443,7.604819129988968,-0.0178777418316951,-0.03557568809478343,3,5
imbalanced,thalesian_cunei400m,tier0,mean,2,raw,2,0.2703082607303622,0.13536285169114676,0.03438988702436637,0.040880989067133375,87.098801030601,2.7586301192980875,1.5898411088061903,8.38924019002176,0.0023970227680801723,-0.05549778002726594,3,5
imbalanced,thalesian_cunei400m,tier0,mean,2,raw,3,0.24356730944145233,0.03128897041158433,0.027453586744724052,0.06178912800894143,90.13830407228784,5.113979465855858,1.6481383566241756,9.020870841566135,0.011324880447492585,-0.04650771400829109,3,5
imbalanced,thalesian_cunei400m,tier0,mean,2,raw,5,0.16551544072184213,0.11290910433587914,-0.14970421161981803,0.043180995702844414,98.17223337264716,12.769628463072133,1.803374456914864,9.91027781058655,-0.0315353982908283,-0.10924439430888722,3,5
imbalanced,thalesian_cunei400m,tier0,mean,2,log,1,0.05557040620638689,0.113835546773402,0.013670803835923673,0.0841470707813063,0.25233460070287045,0.0287292323344354,2.114481032146748,2.1584017143495364,-0.006776304458460573,-0.028802915155364373,3,5
imbalanced,thalesian_cunei400m,tier0,mean,2,log,2,0.25876789219351104,0.10853269539867275,0.009320588975200642,0.1317169250081977,0.26158841343263445,0.03778341490948508,2.195224525123559,1.866567859313416,-0.017790038111478904,-0.05926537045351147,3,5
imbalanced,thalesian_cunei400m,tier0,mean,2,log,3,0.21322839669767688,0.1469671919095033,-0.08734408790220594,0.08806737360112075,0.2883119037050336,0.010330319114886785,2.4028594592217214,2.0427518634147597,-0.0190296857791916,-0.05175685674266939,3,5
