entity_type,name,query,count,approx,index_used,target,century,short_name,error,abs_err,true,logc
historical_figure,Konrad von Marburg,Konrad von Marburg,694,0,v4_olmo-mix-1124_llama,1233.0,1200,0,,33.31012222144955,1233.0,2.8419848045901137
historical_figure,"Louis III, Duke of Bavaria","Louis III, Duke of Bavaria",3,0,v4_olmo-mix-1124_llama,1296.0,1200,0,,96.60899500558708,1296.0,0.6020599913279624
historical_figure,Saint Engelbert,Saint Engelbert,182,0,v4_olmo-mix-1124_llama,1225.0,1200,0,,221.10950362391884,1225.0,2.2624510897304293
historical_figure,"Henry VI, Count Palatine of the Rhine","Henry VI, Count Palatine of the Rhine",13,0,v4_olmo-mix-1124_llama,1214.0,1200,0,,84.78559769292451,1214.0,1.146128035678238
historical_figure,Frederick Tuta,Frederick Tuta,71,0,v4_olmo-mix-1124_llama,1291.0,1200,0,,15.343737685440601,1291.0,1.8573324964312685
historical_figure,"Herman V, Margrave of Baden-Baden","Herman V, Margrave of Baden-Baden",124,0,v4_olmo-mix-1124_llama,1243.0,1200,0,,253.3917274921953,1243.0,2.0969100130080562
historical_figure,Siegfried III,Siegfried III,922,0,v4_olmo-mix-1124_llama,1249.0,1200,0,,61.037587408869285,1249.0,2.965201701025912
historical_figure,Meir ben Baruch,Meir ben Baruch,1042,0,v4_olmo-mix-1124_llama,1293.0,1200,0,,25.135737466802766,1293.0,3.018284308426531
historical_figure,"Henry V, Count of Luxembourg","Henry V, Count of Luxembourg",44,0,v4_olmo-mix-1124_llama,1281.0,1200,0,,88.85054177105803,1281.0,1.6532125137753437
historical_figure,Stephen Uroš I of Serbia,Stephen Uroš I of Serbia,338,0,v4_olmo-mix-1124_llama,1277.0,1200,0,,123.10448026264203,1277.0,2.530199698203082
historical_figure,"Engelbert I, Count of the Mark","Engelbert I, Count of the Mark",20,0,v4_olmo-mix-1124_llama,1277.0,1200,0,,99.81893796022291,1277.0,1.3222192947339193
historical_figure,"Herman VII, Margrave of Baden-Baden","Herman VII, Margrave of Baden-Baden",11,0,v4_olmo-mix-1124_llama,1291.0,1200,0,,209.46176635766142,1291.0,1.0791812460476249
historical_figure,Konrad von Hochstaden,Konrad von Hochstaden,1222,0,v4_olmo-mix-1124_llama,1261.0,1200,0,,224.9058724828201,1261.0,3.0874264570362855
historical_figure,"Henry VI, Count of Luxembourg","Henry VI, Count of Luxembourg",56,0,v4_olmo-mix-1124_llama,1288.0,1200,0,,55.81644059110431,1288.0,1.7558748556724915
