family,arm,cleaning,layer,spearman_mean,spearman_std
qwen3_8b,ft24,tier0,29,0.32716484301362525,0.06615410507829245
qwen3_8b,ft24,tier0,30,0.3286146739514382,0.06650723361465875
qwen3_8b,ft24,tier0,31,0.3113195515169435,0.06563855107507881
qwen3_8b,ft24,tier0,32,0.30681113396773585,0.06324778674469961
qwen3_8b,ft24,tier0,33,0.3001906265373497,0.06273337587580502
qwen3_8b,ft24,tier0,34,0.31992913221574115,0.061561847047499854
qwen3_8b,ft24,tier0,35,0.3253272347150644,0.06316822732462571
qwen3_8b,ft24,tier0,36,0.29712532682604187,0.07066574014268424
qwen3_8b,ft32,maximal,0,0.28246716041267994,0.0675398788098011
qwen3_8b,ft32,maximal,1,0.26138422695602936,0.07307333020985915
qwen3_8b,ft32,maximal,2,0.2930530656396477,0.0696675740658368
qwen3_8b,ft32,maximal,3,0.2831790073753519,0.07063727379412577
qwen3_8b,ft32,maximal,4,0.28288930126212253,0.07266773678879548
qwen3_8b,ft32,maximal,5,0.28495433153010574,0.07438394360602459
qwen3_8b,ft32,maximal,6,0.3039005398060544,0.07135332188758274
qwen3_8b,ft32,maximal,7,0.31549046409358555,0.08691984717217313
qwen3_8b,ft32,maximal,8,0.3194118721019699,0.08531848783044235
qwen3_8b,ft32,maximal,9,0.31106815373367136,0.08508595247079466
qwen3_8b,ft32,maximal,10,0.306318750990961,0.09008097280264908
qwen3_8b,ft32,maximal,11,0.3152610527303152,0.08883915320887124
qwen3_8b,ft32,maximal,12,0.3093001765594929,0.08444551453930553
qwen3_8b,ft32,maximal,13,0.32559352094903127,0.08374872048382218
qwen3_8b,ft32,maximal,14,0.3375887972042757,0.08457342224585655
qwen3_8b,ft32,maximal,15,0.3592588724967976,0.08562649299348858
qwen3_8b,ft32,maximal,16,0.3634846188565477,0.08409275892424312
qwen3_8b,ft32,maximal,17,0.35190984042436185,0.08607258558649221
qwen3_8b,ft32,maximal,18,0.33913412756829314,0.08548955562500062
qwen3_8b,ft32,maximal,19,0.32380106907757145,0.08368172462212949
qwen3_8b,ft32,maximal,20,0.31094296528778664,0.08585583518603487
qwen3_8b,ft32,maximal,21,0.30952797937280807,0.08447034116171477
qwen3_8b,ft32,maximal,22,0.2765380506636166,0.08636247749790578
qwen3_8b,ft32,maximal,23,0.2796200816791602,0.08636928393697532
qwen3_8b,ft32,maximal,24,0.2878255799805443,0.0853216505342448
qwen3_8b,ft32,maximal,25,0.3110636730636587,0.07846389251450424
qwen3_8b,ft32,maximal,26,0.29931789758526156,0.07576117886148304
qwen3_8b,ft32,maximal,27,0.2963148074490461,0.0737785892821838
qwen3_8b,ft32,maximal,28,0.3028309534431215,0.07062088564567506
qwen3_8b,ft32,maximal,29,0.3017469103787558,0.07007182630733472
qwen3_8b,ft32,maximal,30,0.30103696900658006,0.07120106125562678
qwen3_8b,ft32,maximal,31,0.2946286179284787,0.07029643139476473
qwen3_8b,ft32,maximal,32,0.29430066280999356,0.07040502678139574
qwen3_8b,ft32,maximal,33,0.2926686672941549,0.06873177390297613
qwen3_8b,ft32,maximal,34,0.2804100835881436,0.07045569409680223
qwen3_8b,ft32,maximal,35,0.257256093075588,0.07623558120326376
qwen3_8b,ft32,maximal,36,0.23241510874720475,0.07544822855798686
qwen3_8b,ft32,tier0,0,0.3479950373139158,0.07140466855046944
qwen3_8b,ft32,tier0,1,0.365399448765135,0.06821907368917289
qwen3_8b,ft32,tier0,2,0.3543104334133014,0.06665727959906245
qwen3_8b,ft32,tier0,3,0.3651340607550769,0.06950791870352718
qwen3_8b,ft32,tier0,4,0.3403886160051872,0.07245817194573122
qwen3_8b,ft32,tier0,5,0.31828143910534196,0.07414022360816712
qwen3_8b,ft32,tier0,6,0.32316975909241236,0.06759184744903861
qwen3_8b,ft32,tier0,7,0.3421667846114701,0.07903581348716407
qwen3_8b,ft32,tier0,8,0.3622466419592962,0.07865441981090791
qwen3_8b,ft32,tier0,9,0.3510373440686829,0.07780498897977899
qwen3_8b,ft32,tier0,10,0.3454720897868699,0.07526090409241515
qwen3_8b,ft32,tier0,11,0.3197518020388227,0.07917703196801129
qwen3_8b,ft32,tier0,12,0.3143137295977772,0.08141708266322732
qwen3_8b,ft32,tier0,13,0.3077276967778376,0.08572984895837704
qwen3_8b,ft32,tier0,14,0.31860122224026594,0.08700985651391746
qwen3_8b,ft32,tier0,15,0.33161178245981904,0.08812574135256275
qwen3_8b,ft32,tier0,16,0.3127048998610974,0.0907638378695839
qwen3_8b,ft32,tier0,17,0.2921014620877154,0.09178898082347162
qwen3_8b,ft32,tier0,18,0.32103368567192275,0.09285726749989441
qwen3_8b,ft32,tier0,19,0.31195279977680795,0.0911922958386888
qwen3_8b,ft32,tier0,20,0.2929253550425479,0.08980516493468231
qwen3_8b,ft32,tier0,21,0.3038222427808009,0.0932008747013476
qwen3_8b,ft32,tier0,22,0.3251276394087747,0.08936475655509217
qwen3_8b,ft32,tier0,23,0.3228988808435275,0.08824308888298316
qwen3_8b,ft32,tier0,24,0.3580993458728047,0.07805994594006066
qwen3_8b,ft32,tier0,25,0.3529138910558456,0.07434032283456359
qwen3_8b,ft32,tier0,26,0.3617045749808657,0.07237180744540304
qwen3_8b,ft32,tier0,27,0.3496203081392191,0.06924812829414151
qwen3_8b,ft32,tier0,28,0.34222876446893546,0.06732907817203196
qwen3_8b,ft32,tier0,29,0.3316445120665382,0.0660753177753552
qwen3_8b,ft32,tier0,30,0.32853523743329155,0.06629052315523583
qwen3_8b,ft32,tier0,31,0.3087414399368828,0.06443560058158668
qwen3_8b,ft32,tier0,32,0.30678913252289336,0.06376931446235674
qwen3_8b,ft32,tier0,33,0.29864340939399747,0.0624002749873745
qwen3_8b,ft32,tier0,34,0.3173326859992281,0.06252056516603285
qwen3_8b,ft32,tier0,35,0.3262130742319437,0.06349078391648456
qwen3_8b,ft32,tier0,36,0.2961082117941236,0.07320004053843186
